date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:46	80574/80574	---M--	200	added ('OK')	text/css	etag:%2213abe-5c796bb78f6c4%22	https://kohette.com/wpthemes/narratium/wp-includes/css/dist/block-library/style.min.css?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/css/dist/block-library/style.min41a3.css	(from http://kohette.com/wpthemes/narratium/)
16:30:47	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2215db1-5c796bb7662a0%22	https://kohette.com/wpthemes/narratium/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/js/jquery/jquery.minaf6c.js	(from http://kohette.com/wpthemes/narratium/)
16:30:47	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b66b324af619%22	https://kohette.com/wpthemes/narratium/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://kohette.com/wpthemes/narratium/)
16:30:48	894/894	UR-MC-	200	updated ('OK')	text/xml	date:Mon,%2002%20Aug%202021%2009:30:48%20GMT	https://kohette.com/wpthemes/narratium/xmlrpc.php?rsd	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/xmlrpc0db0.php	(from http://kohette.com/wpthemes/narratium/)
16:30:48	113908/-1	---M--	200	added ('OK')	application/json	date:Mon,%2002%20Aug%202021%2009:30:48%20GMT	https://kohette.com/wpthemes/narratium/wp-json/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-json/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:49	0/0	UR-M--	412	error ('Precondition%20Failed')	text/xml	etag:%22415-5b66b324c78cf%22	https://kohette.com/wpthemes/narratium/wp-includes/wlwmanifest.xml	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/wlwmanifest.xml	(from http://kohette.com/wpthemes/narratium/)
16:30:49	21270/21270	---M--	200	added ('OK')	image/png	etag:%225316-5b857f0591f60%22	https://kohette.com/wpthemes/narratium/wp-content/uploads/2021/01/Logo-80.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2021/01/Logo-80.png	(from http://kohette.com/wpthemes/narratium/)
16:30:49	37355/37355	---M--	200	added ('OK')	image/jpeg	etag:%2291eb-5b6c437fabe4e%22	https://kohette.com/wpthemes/narratium/wp-content/uploads/2020/12/fourreau_verdon07-201x300.jpg	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2020/12/fourreau_verdon07-201x300.jpg	(from http://kohette.com/wpthemes/narratium/)
16:30:51	150669/150669	---M--	200	added ('OK')	image/jpeg	etag:%2224c8d-5b6c437fdf299%22	https://kohette.com/wpthemes/narratium/wp-content/uploads/2020/12/fourreau_verdon07-685x1024.jpg	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2020/12/fourreau_verdon07-685x1024.jpg	(from http://kohette.com/wpthemes/narratium/)
16:30:51	46771/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:50%20GMT	https://kohette.com/wpthemes/narratium/features-overview/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/features-overview/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:51	40383/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:51%20GMT	https://kohette.com/wpthemes/narratium/docs/theme-features/extended-template-system/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/docs/theme-features/extended-template-system/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:52	72112/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:52%20GMT	https://kohette.com/wpthemes/narratium/category/philosophy/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/category/philosophy/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:52	29394/29394	---M--	200	added ('OK')	image/png	etag:%2272d2-5b857ec544711%22	https://kohette.com/wpthemes/narratium/wp-content/uploads/2021/01/Logo-big-white-transparent.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2021/01/Logo-big-white-transparent.png	(from http://kohette.com/wpthemes/narratium/)
16:30:53	42633/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:52%20GMT	https://kohette.com/wpthemes/narratium/category/internet/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/category/internet/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:54	3559/3559	---M--	200	added ('OK')	application/javascript	etag:%22de7-5b7cd346943bf%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/ktt-backgroundy.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/ktt-backgroundy41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:30:54	68388/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:53%20GMT	https://kohette.com/wpthemes/narratium/i-skyped-jacques-cousteaus-grandson-on-the-bottom-of-the-ocean/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/i-skyped-jacques-cousteaus-grandson-on-the-bottom-of-the-ocean/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:55	76540/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:54%20GMT	https://kohette.com/wpthemes/narratium/category/science/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/category/science/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:56	56985/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:55%20GMT	https://kohette.com/wpthemes/narratium/category/technology/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/category/technology/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:56	167131/167131	---M--	200	added ('OK')	application/javascript	etag:%2228cdb-5b7cd346947a7%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/angular.min.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/angular.min41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:30:56	73330/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:55%20GMT	https://kohette.com/wpthemes/narratium/author/kohette/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/author/kohette/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:56	25673/25673	---M--	200	added ('OK')	application/javascript	etag:%226449-5b7cd346947a7%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/angular-animate.min.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/angular-animate.min41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:30:57	44800/44800	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:56%20GMT	https://kohette.com/wpthemes/narratium/author/tatum33/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/author/tatum33/index.html	(from http://kohette.com/wpthemes/narratium/)
16:30:57	3876/3876	---M--	200	added ('OK')	application/javascript	etag:%22f24-5b7cd346947a7%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/angular-aria.min.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/angular-aria.min41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:30:59	61068/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:30:59%20GMT	https://kohette.com/wpthemes/narratium/how-dreams-of-spacefaring-zombies-led-to-the-launch-of-sputnik/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/how-dreams-of-spacefaring-zombies-led-to-the-launch-of-sputnik/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:00	41199/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:00%20GMT	https://kohette.com/wpthemes/narratium/docs/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/docs/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:00	58654/58654	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:00%20GMT	https://kohette.com/wpthemes/narratium/physicists-nail-down-the-magic-number-that-shapes-the-universe/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/physicists-nail-down-the-magic-number-that-shapes-the-universe/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:00	80514/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:00%20GMT	https://kohette.com/wpthemes/narratium/algorithms-supercharged-gerrymandering-we-should-use-them-to-fix-it/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/algorithms-supercharged-gerrymandering-we-should-use-them-to-fix-it/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:02	72326/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:01%20GMT	https://kohette.com/wpthemes/narratium/who-is-satoshi-nakamoto-the-creator-of-bitcoin/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/who-is-satoshi-nakamoto-the-creator-of-bitcoin/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:02	66783/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:02%20GMT	https://kohette.com/wpthemes/narratium/5-years-cruising-the-world-they-still-living-the-dream/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/5-years-cruising-the-world-they-still-living-the-dream/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:03	366537/366537	---M--	200	added ('OK')	application/javascript	etag:%22597c9-5b7cd346943bf%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/angular-material.min.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/angular-material.min41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:31:03	67904/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:02%20GMT	https://kohette.com/wpthemes/narratium/page/2/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/page/2/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:03	259/259	---M--	200	added ('OK')	application/javascript	etag:%22103-5b7cd346947a7%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/main-app.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/js/main-app41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:31:05	45226/45226	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:04%20GMT	https://kohette.com/wpthemes/narratium/author/lonnie11/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/author/lonnie11/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:05	82399/82399	---M--	200	added ('OK')	application/javascript	etag:%22141df-5b7cd346991de%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/theme-features/site-ajax-animations/src/js/snap.svg-min.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/theme-features/site-ajax-animations/src/js/snap.svg-min41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:31:06	47219/47219	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:05%20GMT	https://kohette.com/wpthemes/narratium/author/lockman-caleb/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/author/lockman-caleb/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:06	39355/39355	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:06%20GMT	https://kohette.com/wpthemes/narratium/author/elliott80/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/author/elliott80/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:06	2972/2972	---M--	200	added ('OK')	application/javascript	etag:%22b9c-5b7cd346991de%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/theme-features/site-ajax-animations/src/js/svgLoader.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/theme-features/site-ajax-animations/src/js/svgLoader41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:31:06	41388/41388	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:06%20GMT	https://kohette.com/wpthemes/narratium/author/tobin88/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/author/tobin88/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:07	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5ba775b8e829d%22	https://kohette.com/wpthemes/narratium/wp-includes/js/wp-embed.min.js?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/js/wp-embed.min41a3.js	(from http://kohette.com/wpthemes/narratium/)
16:31:08	74268/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:07%20GMT	https://kohette.com/wpthemes/narratium/how-humans-will-respond-to-immortality-an-interview-with-philosopher-john-fischer/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/how-humans-will-respond-to-immortality-an-interview-with-philosopher-john-fischer/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:09	62532/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:08%20GMT	https://kohette.com/wpthemes/narratium/the-nations-guaranteed-to-be-swallowed-by-the-sea/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/the-nations-guaranteed-to-be-swallowed-by-the-sea/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:09	65467/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:08%20GMT	https://kohette.com/wpthemes/narratium/meet-aubrey-de-grey-the-researcher-who-wants-to-cure-old-age/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/meet-aubrey-de-grey-the-researcher-who-wants-to-cure-old-age/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:11	71732/-1	---M--	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:10%20GMT	https://kohette.com/wpthemes/narratium/haunted-by-his-brother-he-revolutionized-physics/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/haunted-by-his-brother-he-revolutionized-physics/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:11	48331/48331	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:09%20GMT	https://kohette.com/wpthemes/narratium/author/rogahn-laila/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/author/rogahn-laila/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:11	41201/41201	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:11%20GMT	https://kohette.com/wpthemes/narratium/author/mkuhic/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/author/mkuhic/index.html	(from http://kohette.com/wpthemes/narratium/)
16:31:12	146/146	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:09%20GMT	https://kohette.com/robots.txt		(from http://kohette.com/wpthemes/narratium/)
16:31:12	0/0	UR-M--	412	error ('Precondition%20Failed')	application/vnd.ms-fontobject	etag:%2225b40-5b7cd34696acf%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/fonts/icons.eot?97909052	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/fonts/iconsbaf5.eot	(from https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/icons.css?ver=5.8)
16:31:12	95300/95300	---M--	200	added ('OK')	application/font-woff	etag:%2217444-5b7cd346966e7%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/fonts/icons.woff?97909052	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/fonts/iconsbaf5.woff	(from https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/icons.css?ver=5.8)
16:31:12	0/0	UR-M--	412	error ('Precondition%20Failed')	application/font-sfnt	etag:%2225aa4-5b7cd346966e7%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/fonts/icons.ttf?97909052	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/fonts/iconsbaf5.ttf	(from https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/icons.css?ver=5.8)
16:31:13	0/0	UR-M--	412	error ('Precondition%20Failed')	image/svg+xml	etag:%2238808-5b7cd346966e7%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/fonts/icons.svg?97909052	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/fonts/iconsbaf5.svg	(from https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/icons.css?ver=5.8)
16:31:13	30522/30522	---M--	200	added ('OK')	text/css	etag:%22773a-5b7cd34692867%22	https://kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/template-single.css?ver=5.8	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/themes/narratium/assets/stylesheets/template-single41a3.css	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:13	1045/1045	---M--	200	added ('OK')	text/xml	etag:%22415-5b66b324c78cf%22	https://kohette.com/wpthemes/narratium/wp-includes/wlwmanifest.xml	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-includes/wlwmanifest.xml	(from https://kohette.com/wpthemes/narratium/wp-includes/wlwmanifest.xml)
16:31:14	11355/11355	---MC-	200	added ('OK')	application/json	date:Mon,%2002%20Aug%202021%2009:31:14%20GMT	https://kohette.com/wpthemes/narratium/wp-json/wp/v2/pages/201	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-json/wp/v2/pages/201.json	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:15	2359/2359	---MC-	200	added ('OK')	application/json	date:Mon,%2002%20Aug%202021%2009:31:15%20GMT	https://kohette.com/wpthemes/narratium/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkohette.com%2Fwpthemes%2Fnarratium%2Ffeatures-overview%2F	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-json/oembed/1.0/embed7ccf.json	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:15	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Aug%202021%2009:31:15%20GMT	https://kohette.com/wpthemes/narratium/?p=201	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/index5721.html	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:16	2443/2443	---MC-	200	added ('OK')	text/xml	date:Mon,%2002%20Aug%202021%2009:31:16%20GMT	https://kohette.com/wpthemes/narratium/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkohette.com%2Fwpthemes%2Fnarratium%2Ffeatures-overview%2F&format=xml	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-json/oembed/1.0/embed1836	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:19	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:18%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/Captura-de-pantalla-2017-10-12-a-las-12.58.38.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/Captura-de-pantalla-2017-10-12-a-las-12.58.38.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:22	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:18%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/Captura-de-pantalla-2017-10-12-a-las-12.58.51.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/Captura-de-pantalla-2017-10-12-a-las-12.58.51.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:22	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:19%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/Captura-de-pantalla-2017-10-12-a-las-12.59.12.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/Captura-de-pantalla-2017-10-12-a-las-12.59.12.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:23	39126/39126	U--MC-	200	updated ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:31:19%20GMT	http://kohette.com/wpthemes/narratium/docs/theme-features/color-schemes/	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/docs/theme-features/color-schemes/index.html	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:24	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:23%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/Captura-de-pantalla-2017-10-12-a-las-13.09.06.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/Captura-de-pantalla-2017-10-12-a-las-13.09.06.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:26	36126/36126	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:23%20GMT	http://kohette.com/wpthemes/literatum/?attachment_id=254	D:/Web%20copied/Narratium/kohette.com/wpthemes/literatum/indexc925.html	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:27	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:24%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/10.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/10.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:28	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:25%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/14.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/14.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:29	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:26%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/5.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/5.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:31	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:28%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/3.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/3.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:32	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:29%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/4.png	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/4.png	(from https://kohette.com/wpthemes/narratium/features-overview/)
16:31:33	33960/33960	U--MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2009:31:30%20GMT	http://kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/1.jpg	D:/Web%20copied/Narratium/kohette.com/wpthemes/narratium/wp-content/uploads/2017/10/1.jpg	(from https://kohette.com/wpthemes/narratium/features-overview/)
